titre,prix,surface,pieces,quartier,type_bien,prix_m2,url,source,score_marche,etage,parking,balcon,vue_mer,etat_bien,score_jeune_couple,tags,resume_ia
Toulon Appartement T3 + Garage et terrasse Sud,221000,65.03,3,La Loubière,appartement,3398.43,https://www.bienici.com/annonce/apimo-86400214,Arthurimmo.com La Londe les Maures,Opportunite,,True,True,False,inconnu,4,"[""parking_inclus"", ""grande_terrasse"", ""calme"", ""investissement_locatif""]","T3 spacieux à La Loubière avec garage et terrasse orientée sud. Surface généreuse 65m², prix accessible 221k€. Bon potentiel pour jeune ménage cherchant espace et commodités."
Appartement proche tout,221000,65.0,3,Saint-Jean du Var,appartement,3400.0,https://www.bienici.com/annonce/megagence-1-196619,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Petit 3 pièces de 65m² à Saint-Jean du Var. Prix 221k€, bien positionné proche commodités. Manque détails sur équipements et état général. Opportunité intéressante pour premier achat ou investissement locatif."
T3 57 m2 - Toulon Haute-ville,221000,62.73,3,Haute-ville,appartement,3523.04,https://www.bienici.com/annonce/hektor-gustonimmobilier-5237,GUSTON IMMOBILIER,Opportunite,,False,False,False,inconnu,3,"[""centre_ville"", ""investissement_locatif""]",T3 de 63m² en Haute-Ville à 221k€. Prix/m² avantageux (3523€/m²). Petit volume mais secteur dynamique. À vérifier l'état et les commodités.
TOULON EST - T4 de 82 m2 - Balcon - Parking privatif - Cave - De,223000,82.0,4,Saint-Jean du Var,appartement,2719.51,https://www.bienici.com/annonce/netty-company50574bxt-appt-2117,CASA IMMO,Opportunite,,True,True,False,bon_etat,4,"[""parking_inclus"", ""investissement_locatif"", ""proche_transports"", ""calme""]",T4 82m² à Toulon Est avec parking et balcon. Bien positionné sur le marché comme opportunité. Quartier résidentiel calme. Idéal investissement locatif ou résidence principale.
TOULON SAINT ROCH - APPARTEMENT T4 AVEC TERRASSE ET GARAGE,223000,78.19,4,Saint-Roch,appartement,2852.03,https://www.bienici.com/annonce/hektor-bretteimmobilieranne-19439,BRETTE IMMOBILIER,Opportunite,,True,False,False,inconnu,4,"[""parking_inclus"", ""grande_terrasse"", ""investissement_locatif"", ""proche_transports""]","Appartement T4 bien dimensionné (78m²) à Saint-Roch. Terrasse et garage inclus pour 223k€. Bon rapport surface-prix, idéal primo-accédants. État et étage à clarifier."
Appartement 4 pièces avec garage,223000,78.19,4,Saint-Roch,appartement,2852.03,https://www.bienici.com/annonce/hektor-vanhees-immo-366499,Agence,Opportunite,,True,False,False,inconnu,4,"[""parking_inclus"", ""proche_transports"", ""investissement_locatif""]","Appartement 4 pièces bien situé à Saint-Roch avec garage. Prix compétitif à 223k€, opportunité marché. Surface 78m² adaptée jeune couple, transports accessibles."
T4 TOULON PROCHE CENTRE TERRASSE ET GARAGE,223000,78.0,4,Toulon,appartement,2858.97,https://www.bienici.com/annonce/hektor-agence-capimmo-46684,Agence,Opportunite,,True,True,False,inconnu,4,"[""parking_inclus"", ""grande_terrasse"", ""proche_transports"", ""centre_ville""]",T4 de 78m² à Toulon-centre. Garage et terrasse inclus. Opportunité à 223k€. Bien positionné pour couple cherchant espace et commodités sans excès budgétaire.
83200 TOULON - APPARTEMENT 2 PIECES AVEC JARDIN TERRASSE PARKING,223000,45.0,2,Valbertrand,appartement,4955.56,https://www.bienici.com/annonce/netty-company54396zsr-appt-9700,Mandataire,Opportunite,,True,False,False,inconnu,4,"[""parking_inclus"", ""investissement_locatif"", ""calme"", ""grande_terrasse""]",Opportunité intéressante à Valbertrand : 2 pièces 45m² avec jardin-terrasse et parking. Budget raisonnable pour jeune couple ou primo-accédant. Quartier résidentiel et tranquille.
,223230,70.09,3,La Rode,appartement,3184.91,https://www.bienici.com/annonce/century-21-202_3064_5007,CENTURY 21 Colbert Immobilier,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""proche_transports""]","Petit 3 pièces de 70m² à La Rode, prix avantageux à 223k€. Opportunité d'investissement pour jeune couple. Détails sur équipements manquants dans l'annonce fournie."
,224000,67.0,3,Pont du Las,appartement,3343.28,https://www.bienici.com/annonce/century-21-202_2305_3169,CENTURY 21 Ouest Immo,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","3 pièces de 67 m² à Pont du Las, Toulon. Prix 224 000€ (3343€/m²), positionné comme opportunité. Localisation intéressante, détails limitées disponibles."
Vente Appartement 4 pièces,225000,84.0,4,Brunet,appartement,2678.57,https://www.bienici.com/annonce/iad-france-1930499,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]",Appartement 4 pièces de 84m² au prix de 225k€ dans le quartier Brunet. Configuration familiale offrant bon potentiel d'investissement locatif avec prix/m² compétitif.
,225000,82.59,4,Bon Rencontre,appartement,2724.3,https://www.bienici.com/annonce/century-21-202_2305_3500,CENTURY 21 Ouest Immo,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""proche_transports""]",Appartement 4 pièces de 82m² au Bon Rencontre. Prix compétitif à 225k€ (2724€/m²). Quartier populaire. État et aménagements à confirmer.
TOULON OUEST - BON RENCONTRE - FT4 + PARKING,225000,82.0,4,Bon Rencontre,appartement,2743.9,https://www.bienici.com/annonce/hektor-consult-23570,Agence,Opportunite,,True,False,False,inconnu,4,"[""parking_inclus"", ""investissement_locatif"", ""opportunite""]",F4 de 82m² à Bon Rencontre avec parking. Prix de marché intéressant à 225k€. Quartier accessible. Bien dimensionné pour jeune couple cherchant espace et praticité.
Vente Appartement 4 pièces,225000,81.0,4,Valbertrand,appartement,2777.78,https://www.bienici.com/annonce/iad-france-2015885,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""calme""]","4 pièces 81m² à Valbertrand, Toulon. Prix 225000€ (2778€/m²). Opportunité marché pour couple cherchant surface habitable. Quartier résidentiel, détails à clarifier."
Vente Appartement 3 pièces,225000,70.0,3,Valbourdin,appartement,3214.29,https://www.bienici.com/annonce/iad-france-1963804,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""proche_transports""]",T3 de 70 m² à Valbourdin (225k€). Positionné en opportunité marché. Bon rapport surface-prix. Manque détails sur équipements et état du bien.
Appartement T3 de 65m2,225000,65.0,3,Jonquet - Guynemer,appartement,3461.54,https://www.bienici.com/annonce/hektor-GTIGPI-30975,Agence,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif"", ""calme""]",T3 65m² au prix de 225k€ dans quartier Jonquet-Guynemer. Opportunité marché selon stats. Bien dimensionné mais sans parking ni balcon. Bon potentiel d'investissement locatif.
TOULON Le Mourillon Appartement 3 pièces,225000,65.0,3,Le Mourillon - La Mitre - Fort Lamalgue,appartement,3461.54,https://www.bienici.com/annonce/hektor-mourillon-381178,IBOX  Mourillon,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Appartement 3 pièces au Mourillon à 225k€. Surface 65m², quartier résidentiel et touristique apprécié. Bon rapport prix/m² pour le secteur. Détails finition manquants."
"Appartement 4 pièce(s), TOULON",226000,87.0,4,Place d'Armes,appartement,2597.7,https://www.bienici.com/annonce/legget-PRO3GKSPX8XD,Leggett Immobilier International,Opportunite,,False,False,False,inconnu,3,"[""centre_ville"", ""proche_transports""]","4 pièces 87m² à Toulon, Place d'Armes. Budget 226000€. Bien situé en centre-ville, prix dans la moyenne locale. Détails limités, à approfondir avant visite."
TOULON ST ROCH / VALBOURDIN- APPARTEMENT T4,226000,87.0,4,Saint-Roch,appartement,2597.7,https://www.bienici.com/annonce/hektor-bretteimmobilieranne-19339,BRETTE IMMOBILIER,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Appartement T4 de 87m² à Saint-Roch, Toulon. Prix 226000€ offrant opportunité marché. Surface adaptée jeune couple mais sans parking ni balcon. Quartier accessible en transports."
Vente Appartement 4 pièces,226000,87.0,4,Saint-Roch,appartement,2597.7,https://www.bienici.com/annonce/iad-france-1875025,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""coup_de_coeur"", ""proche_transports""]","F4 de 87m² à Saint-Roch au prix de 226000€. Bon potentiel pour jeune couple cherchant espace à prix raisonnable. Quartier accessible, parking absent."
Appartement Actyon 1,226000,71.0,3,Saint-Roch,appartement,3183.1,https://www.bienici.com/annonce/hektor-atlasimmobilier-390031, AGENCE ATLAS IBOX,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""centre_ville""]","Appartement 3 pièces de 71m² à Saint-Roch, Toulon. Prix 226000€. Bien positionné en quartier vivant avec proximité transports. Détails sur aménagements manquants."
VENTE TOULON OUEST/ LES 4 CHEMINS DES ROUTES-APPARTEMENT,226000,64.5,4,Les Routes,appartement,3503.88,https://www.bienici.com/annonce/hektor-carrebleu-24,CARRE BLEU IMMOBILIER,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]",4 pièces 64.5m² aux Routes à 226000€. Prix/m² compétitif identifié comme opportunité marché. Quartier résidentiel toulon ouest. Détails aménagements manquants.
LES 4 CHEMINS DES ROUTES - APPARTEMENT T4 DE 64 M² - BALCON - CAVE - PARKINGS,226000,64.0,4,Les Routes,appartement,3531.25,https://www.bienici.com/annonce/immo-facile-59628029,GIO (Grand Immobilier Ouest),Opportunite,,True,True,False,bon_etat,4,"[""parking_inclus"", ""proche_transports"", ""investissement_locatif""]","T4 de 64m² aux 4 Chemins des Routes. 226000€ avec parking, cave et balcon. Quartier résidentiel accessible. Configuration compacte mais fonctionnelle pour couple."
Vente Appartement 4 pièces,227000,73.0,4,Valbourdin,appartement,3109.59,https://www.bienici.com/annonce/iad-france-2012235,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]","4 pièces à Valbourdin, 73m², 227k€. Bien positionné marché. Quartier calme, acceptable pour jeune couple cherchant investissement locatif. Détails sur état et équipements manquants."
Appartement 83100,229000,77.0,3,La Serinette - La Barre,appartement,2974.03,https://www.bienici.com/annonce/ag920856-510380360,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]",T3 de 77m² à 229k€ en quartier résidentiel toulonnais. Positionnement marché favorable. Détails sur condition et aménagements absents. Configuration standard pour investisseur ou primo-accédants.
Vente Appartement 4 pièces,229000,69.0,4,La Chapelle - Saint-André,appartement,3318.84,https://www.bienici.com/annonce/iad-france-1948624,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""opportunite_marche"", ""proche_transports"", ""centre_ville""]","Appartement 4 pièces de 69m² à 229000€ dans le quartier La Chapelle-Saint-André. Surface correcte pour jeune couple, prix dans la moyenne toulonnaise. Informations limitées sur les équipements et condition du bien."
TOULON OUEST  Beau T4 lumineux avec parking privatif,229000,69.0,4,La Chapelle - Saint-André,appartement,3318.84,https://www.bienici.com/annonce/nestenn-1-99939327018,"Nestenn Toulon ,Toulon Le Mourillon ,Six-Fours Les Plages, La Seyne et Bandol ",Opportunite,,True,False,False,bon_etat,4,"[""parking_inclus"", ""lumineux"", ""investissement_locatif""]","Beau T4 lumineux à Toulon Ouest, 69 m² avec parking privatif. Bien entretenu, 4 pièces, quartier La Chapelle-Saint-André. Opportunité à 229 000€."
* QUARTIER SAINT-JEAN - SUPERBE 3 PIÈCES AVEC BEL EXTÉRIEUR,229000,66.0,3,Toulon,appartement,3469.7,https://www.bienici.com/annonce/mgc-BPTLNJEGO281474977326864,BONAPARTE PROMOTION TOULON,Opportunite,,False,True,False,bon_etat,4,"[""proche_transports"", ""coup_de_coeur"", ""lumineux"", ""calme""]","Charmant 3 pièces de 66m² à Saint-Jean. Prix attractif (229k€), bon état, bel extérieur. Idéal jeune couple cherchant calme et commodités urbaines."
TOULON - Quartier Lamalgue T2 de 40 m2 avec balcon et vue dégagée,229000,40.0,2,Le Mourillon - La Mitre - Fort Lamalgue,appartement,5725.0,https://www.bienici.com/annonce/ag440414-503335031,Mandataire,Opportunite,,False,True,True,bon_etat,3,"[""vue_mer"", ""proche_transports"", ""balcon"", ""lumineux"", ""investissement_locatif""]","T2 de 40m² au Mourillon avec balcon et vue dégagée. Prix de 229000€ (5725€/m²). Bon état, pas de parking. Idéal investissement locatif ou petit couple sans enfants en zone touristique."
Appartement avec jardin sur Toulon,229000,39.68,2,Saint-Roch,appartement,5771.17,https://www.bienici.com/annonce/hektor-2247_EXPERTIMO22-271249,Agence,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""calme""]","Petit 2 pièces de 40m² avec jardin à Saint-Roch. Prix 229000€ (5771€/m²), marqué comme opportunité. Jardin est l'atout principal pour cet espace réduit en quartier résidentiel."
TOULON St Roch - T2 en rez-de-chaussée d'environ 40m2 avec t,229000,39.68,2,Saint-Roch,appartement,5771.17,https://www.bienici.com/annonce/hektor-mourillon-390566,IBOX  Mourillon,Opportunite,0,False,False,False,inconnu,2,"[""investissement_locatif"", ""centre_ville""]","T2 compact 40m² à Saint-Roch, rez-de-chaussée. Prix 229000€. Opportunité d'investissement locatif mais petit volume. Détails d'état et aménagements manquants."
"Appartement 2 pièce(s), TOULON",229000,39.0,2,Place d'Armes,appartement,5871.79,https://www.bienici.com/annonce/legget-PROSJEBMM2M7,Leggett Immobilier International,Opportunite,,False,False,False,inconnu,2,"[""centre_ville"", ""investissement_locatif""]",Petit 2-pièces de 39m² à Place d'Armes. Prix élevé au m² (5872€). Positionnement marché favorable mais surface très compacte. Opportunité d'investissement locatif centre-ville.
Vente Appartement 2 pièces,229023,50.0,2,Valbertrand,appartement,4580.46,https://www.bienici.com/annonce/iad-france-1984942,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]","Petit appartement 2 pièces à Valbertrand, Toulon. Prix attractif de 229k€ pour 50m². Bon potentiel investissement locatif, bien positionné marché."
TOULON CENTRE - HAUTE VILLE / CLARET,229500,67.0,4,Les Lices,appartement,3425.37,https://www.bienici.com/annonce/ag832778-491786456,Agence,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""centre_ville""]","Appartement 4 pièces au cœur de Toulon (Les Lices) à 229500€. Surface correcte pour jeune couple, prix/m² modéré. Pas de parking ni balcon. Localisation centre-ville est un atout majeur."
TOULON OUEST LES ROUTES  RESIDENCE NEUVE  : T3 AVEC MAGNIFIQ,229900,56.0,3,Rodeilhac,appartement,4105.36,https://www.bienici.com/annonce/hektor-lessablettes-387415,IBOX LA CORNICHE,Opportunite,,True,True,False,neuf,4,"[""parking_inclus"", ""lumineux"", ""proche_transports"", ""investissement_locatif""]","T3 neuf 56m² à Toulon Ouest, résidence moderne avec parking et balcon. Prix avantageux (229900€) pour du neuf en périphérie ouest, bon rapport qualité-prix."
Vente Appartement 4 pièces,230000,85.0,4,Les Routes,appartement,2705.88,https://www.bienici.com/annonce/iad-france-2023323,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","4 pièces de 85m² aux Routes, 230k€. Bon potentiel résidentiel avec surface adaptée. Prix compétitif selon statistiques marché. Détails parking et état à confirmer."
,230000,75.0,4,Rodeilhac,appartement,3066.67,https://www.bienici.com/annonce/century-21-202_2305_3567,CENTURY 21 Ouest Immo,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""proche_transports""]",4 pièces 75m² à Rodeilhac à 230k€. Prix intéressant (3066€/m²) identifié comme opportunité marché. Quartier résidentiel adapté aux jeunes familles avec transports accessibles.
"T4, LUMINEUX, 66 m2, PETIT BOIS TOULON",230000,65.9,4,Toulon,appartement,3490.14,https://www.bienici.com/annonce/hektor-toulonimmo83-3478,Agence,Opportunite,,False,False,False,bon_etat,3,"[""lumineux"", ""proche_transports"", ""investissement_locatif""]","T4 lumineux 66m² Petit Bois Toulon à 230k€. Configuration pratique pour jeune couple, bon rapport prix-surface. Manque parkings et extérieur. Opportunité marché."
Vente Appartement 3 pièces de 59m² - 83000 Toulon,230000,59.0,3,Place d'Armes,appartement,3898.31,https://www.bienici.com/annonce/ag755942-473333747,Agence,Opportunite,,False,False,False,inconnu,3,"[""centre_ville"", ""investissement_locatif""]","3 pièces de 59m² à Place d'Armes, quartier toulon prisé. Prix 230k€, soit 3898€/m². Bien positionné marché mais sans parking ni balcon. Adapté petit couple urbain."
Appartement T2 Mourillon,230000,54.0,2,Le Mourillon - La Mitre - Fort Lamalgue,appartement,4259.26,https://www.bienici.com/annonce/hektor-atlasimmobilier-388067, AGENCE ATLAS IBOX,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""calme""]","Petit T2 au Mourillon, quartier dynamique avec accès transports. Prix convenable pour la zone. Absence de parking et détails de standing non précisés. Opportunité de marché."
"Rez-de-jardin 3 pièces de 53,97m2",230000,53.97,3,Rodeilhac,appartement,4261.63,https://www.bienici.com/annonce/hektor-2_GRECHTOULON2023-113890,Agence,Opportunite,0,False,False,False,inconnu,2,"[""investissement_locatif"", ""centre_ville""]",Petit rez-de-jardin 3 pièces à Rodeilhac. 54m² à 230k€ (prix/m² élevé). Sans parking ni balcon. Opportunité en investissement mais espace réduit pour vie quotidienne.
APPARTEMENT T2 - COEUR DU MOURILLON,230000,51.02,2,Le Mourillon - La Mitre - Fort Lamalgue,appartement,4508.04,https://www.bienici.com/annonce/hektor-royalimmolavaletteduvar-29977,Agence,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""centre_ville""]",T2 au cœur du Mourillon à 230k€. Quartier dynamique et bien desservi. Surface compacte de 51m² adaptée aux petits budgets. Positionnement marché favorable.
TOULON OUEST - APPARTEMENT T3 DE 60 M² - ASCENSEUR - BALCON - PARKING  PRIVATIF EN SOUS - SOL,231000,60.0,3,Jonquet - Guynemer,appartement,3850.0,https://www.bienici.com/annonce/immo-facile-58739908,GIO (Grand Immobilier Ouest),Opportunite,,True,True,False,bon_etat,4,"[""parking_inclus"", ""investissement_locatif"", ""proche_transports""]","Appartement T3 de 60m² dans quartier Jonquet-Guynemer. Parking privé en sous-sol, balcon, ascenseur. Bien positionné au prix de 231000€. Opportunité intéressante pour jeune couple."
TOULON EST T2 + TERRASSE,232000,47.0,2,Champs-de-Mars,appartement,4936.17,https://www.bienici.com/annonce/hektor-royal-immo-27724,Agence,Opportunite,,False,True,False,inconnu,3,"[""proche_transports"", ""grande_terrasse"", ""investissement_locatif""]","T2 bien dimensionné à Champs-de-Mars avec terrasse attractive. Prix stable, quartier calme. Absence de parking à considérer. Opportunité pour petit budget."
Vente Appartement 2 pièces,233419,45.0,2,Valbertrand,appartement,5187.09,https://www.bienici.com/annonce/iad-france-1984943,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]",Petit appartement 2 pièces à Valbertrand (Toulon) à 233k€. 45m² au prix/m² moyen. Positionnement opportunité marché. Idéal investissement locatif petit budget.
ROSA NOVA,234000,62.6,3,Saint-Jean du Var,appartement,3738.02,https://www.bienici.com/annonce/bouygues-immobilier-030-283YS2,Bouygues Immobilier,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Appartement 3 pièces de 62,6 m² à Saint-Jean du Var. Prix accessible à 234 000 €. Classé opportunité marché. Informations limitées sur l'état et les commodités."
Toulon Haute Ville T2 dans résidence de standing avec ascens,234000,61.0,2,Haute-ville,appartement,3836.07,https://www.bienici.com/annonce/hektor-centreville-390552,IBOX Jaurès,Opportunite,,False,False,False,bon_etat,3,"[""proche_transports"", ""centre_ville"", ""lumineux""]","T2 standing Haute-Ville Toulon, 61m² à 234k€. Quartier dynamique, ascenseur, bon état. Petit espace mais opportunité intéressante pour jeune couple."
,234300,49.23,2,Le Mourillon - La Mitre - Fort Lamalgue,appartement,4759.29,https://www.bienici.com/annonce/century-21-202_3648_759,CENTURY 21 Le Mourillon,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Petit appartement 2-pièces au Mourillon, 49m² à 234k€. Quartier prisé avec bonne accessibilité. Manque parking et balcon. Opportunité marché intéressante."
Vente Appartement 4 pièces,235000,86.0,4,Saint-Jean du Var,appartement,2732.56,https://www.bienici.com/annonce/iad-france-2016724,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Appartement 4 pièces de 86m² à Saint-Jean du Var, 235k€. Bien dimensionné pour couple, prix raisonnable. Positionnement marché opportunité mais informations limitées sur état et équipements."
"Appartement Toulon 3 pièce(s) 84 m2 ascenseur, terrasse, parking",235000,84.0,4,Saint-Roch,appartement,2797.62,https://www.bienici.com/annonce/immo-facile-59998569,Agence,Opportunite,,True,True,False,bon_etat,4,"[""parking_inclus"", ""proche_transports"", ""investissement_locatif"", ""grande_terrasse""]","Beau 4-pièces de 84m² à Saint-Roch avec terrasse et parking. Prix compétitif identifié comme opportunité marché. Ascenseur, bon état général. Idéal jeune couple ou investissement."
Vente Appartement 4 pièces,235000,74.0,4,La Loubière,appartement,3175.68,https://www.bienici.com/annonce/iad-france-1963347,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]","Appartement 4 pièces à La Loubière, 74m² pour 235k€. Opportunité marché avec bon potentiel locatif. Configuration adaptée aux jeunes ménages, détails manquants sur état et équipements."
TOULON CLARET - Appartement T4,236000,72.6,4,Valbourdin,appartement,3250.69,https://www.bienici.com/annonce/hektor-mourillon-384380,IBOX  Mourillon,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""coup_de_coeur""]",T4 de 72.6m² à Valbourdin (Toulon) au prix de 236k€. Espace intéressant pour petit budget. Positionnement marché opportune mais manque de détails sur finitions et équipements.
TERRASSE EXCEPTIONNELLE DE 30 M2 AVEC VUE ET EXPOSEE SUD POUR CE MAGNIFIQUE T2 A TOULON,236000,46.0,2,Toulon,appartement,5130.43,https://www.bienici.com/annonce/mgc-BPTLNCLGA281474977328118,BONAPARTE PROMOTION TOULON,Opportunite,,False,True,True,bon_etat,4,"[""vue_mer"", ""coup_de_coeur"", ""grande_terrasse"", ""lumineux""]",Magnifique T2 de 46m² à Toulon avec terrasse exceptionnelle de 30m² exposée sud et vue mer. Prix 236000€. Bien lumineux et agréable pour jeune couple cherchant espace extérieur.
Vente Appartement 2 pièces,236496,45.0,2,Valbertrand,appartement,5255.47,https://www.bienici.com/annonce/iad-france-1984944,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]","2 pièces 45m² à Valbertrand, Toulon. Prix 236k€ (5255€/m²) classé opportunité marché. Petit appartement compact, potentiel d'investissement locatif dans quartier résidentiel."
,237000,100.0,4,Champs-de-Mars,appartement,2370.0,https://www.bienici.com/annonce/citya-immobilier-41039H-TAPP957200,Citya Estublier,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","4 pièces de 100m² à Champs-de-Mars, quartier dynamique de Toulon. Prix 237000€ aligné sur le marché local. Bien potentiel nécessitant plus de détails sur condition et équipements."
,237000,69.67,3,Le Port,appartement,3401.75,https://www.bienici.com/annonce/citya-immobilier-41039H-TAPP933720,Citya Estublier,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]",3 pièces 70m² au Port à 237k€. Prix au m² compétitif (3402€). Quartier portuaire dynamique mais peu de détails sur aménagements. Opportunité à creuser pour jeune couple cherchant centre-ville.
"TOULON, proche Centre-Ville et Mourillon, très joli T3 de 53",238500,55.0,3,Le Port,appartement,4336.36,https://www.bienici.com/annonce/hektor-centreville-384349,IBOX Jaurès,Opportunite,,False,False,False,bon_etat,3,"[""proche_transports"", ""centre_ville""]","T3 de 55m² à 238500€ au Port, bien positionné près centre-ville et Mourillon. Bon état, opportunité marché. Convient couple sans enfants malgré surface réduite et pas de parking."
Appartement T3 La Serinette,239000,60.0,3,La Serinette - La Barre,appartement,3983.33,https://www.bienici.com/annonce/hektor-atlasimmobilier-390153, AGENCE ATLAS IBOX,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""proche_transports"", ""calme""]","T3 de 60m² à La Serinette, Toulon. Prix 239k€ positionné en opportunité marché. Bien accessible pour jeune couple cherchant premier investissement locatif ou résidence. Détails équipements manquants."
Vente Appartement 3 pièces,239000,59.0,3,Darboussèdes,appartement,4050.85,https://www.bienici.com/annonce/iad-france-1992120,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""proche_transports""]","Appartement 3 pièces dans quartier Darboussèdes. 59m² à 239000€ (4051€/m²). Opportunité marché intéressante. Manque détails sur confort (parking, balcon, étage)."
TOULON  CENTRE OPERA,239000,54.0,2,Centre-ville,appartement,4425.93,https://www.bienici.com/annonce/hektor-lpaimmo-27093,Agence,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""centre_ville""]",2 pièces 54m² quartier Opéra à Toulon centre. Bien positionné marché à 239000€. Idéal petit budget centre-ville mais espace restreint et sans stationnement.
,239000,51.0,2,Darboussèdes,appartement,4686.27,https://www.bienici.com/annonce/citya-immobilier-41039H-TAPP953519,Citya Estublier,Opportunite,,False,False,False,inconnu,2,"[""investissement_locatif""]","T2 de 51m² à Darboussèdes (Toulon) à 239000€. Prix/m² élevé (4686€). Positionnement marché classé opportunité. Petit surface, détails équipements non précisés."
Vente Appartement 2 pièces,239500,45.0,2,Saint-Roch,appartement,5322.22,https://www.bienici.com/annonce/iad-france-1817801,Mandataire,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""investissement_locatif""]","Petit 2 pièces de 45m² à Saint-Roch, Toulon. Prix 239 500€ (5322€/m²). Quartier dynamique, potentiel pour jeune couple ou investissement locatif malgré taille réduite et absence d'extérieur."
EXCLUSIVITÉ   T2 51 m2   Toulon/Cap Brun,242000,51.46,2,Le Cap Brun - Le Petit Bois,appartement,4702.68,https://www.bienici.com/annonce/hektor-royalimmolavaletteduvar-31035,Agence,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""calme""]",T2 exclusif de 51m² au Cap Brun (Toulon) à 242000€. Quartier résidentiel calme. Petit bien sans parking ni balcon. Opportunité marché selon agence.
Toulon - Claret  A proximité du centre ville - de la gare  et des axes autoroutiers - Appartement de type 3 avec cave et garage en sous-sol,243000,73.0,3,Claret,appartement,3328.77,https://www.bienici.com/annonce/ag440414-501394166,Mandataire,Opportunite,,True,False,False,inconnu,3,"[""proche_transports"", ""parking_inclus"", ""centre_ville""]","Appartement T3 à Claret, 243k€. Proximité centre-ville, gare et autoroutes. Garage et cave en sous-sol. Surface correcte pour jeune couple, localisation pratique."
PROCHE DU PORT DE TOULON COUP DE COEUR POUR CE TRES BEL F2,243500,64.0,2,Le Port,appartement,3804.69,https://www.bienici.com/annonce/gedeon-32297411,TRUSTY IMMOBILIER,Opportunite,,False,False,True,bon_etat,4,"[""vue_mer"", ""proche_transports"", ""coup_de_coeur"", ""centre_ville""]",Joli F2 de 64m² proche du port de Toulon avec vue mer. Bien positionné au prix de 243500€. Opportunité intéressante pour investissement ou résidence principale en zone prisée.
,244000,90.0,4,La Rode,appartement,2711.11,https://www.bienici.com/annonce/century-21-202_3648_801,CENTURY 21 Le Mourillon,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif""]","T4 de 90m² à La Rode, Toulon. Prix 244k€, soit 2711€/m². Espace confortable pour petit ménage. Offre positionnée opportunité marché. Détails état et équipements insuffisants."
,244000,76.88,4,Toulon,appartement,3173.78,https://www.bienici.com/annonce/century-21-202_3648_645,CENTURY 21 Le Mourillon,Opportunite,,False,False,False,inconnu,3,"[""investissement_locatif"", ""centre_ville""]",4 pièces de 77 m² au cœur de Toulon à 244 k€. Prix compétitif offrant une opportunité intéressante pour investisseurs. Détails sur état et équipements à clarifier.
